case_id,query_id,standard_id,candidate_title,case_type,expected_action,record_type,validation_status
HC-V03-000948,SYN-REQ-00474,MSV1-4449E35DD7025EBF,Wind Energy Generation Systems Part 21 Measurement and Assessment of Electrical Characteristics Section 2 Wind Power Plants,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000949,SYN-REQ-00475,MSV1-8C9813E7A5C1AE1A,Emulsified Sauces - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000950,SYN-REQ-00475,MSV1-60A0CA84A6F90365,By-Product Gypsum for Construction - Specification (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000951,SYN-REQ-00476,MSV1-5CB078B8A0EE29BD,"Code of practice for design, installation and maintenance of overhead power lines: Part 1 lines up to and including 11 kV Sec 1 design (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000952,SYN-REQ-00476,MSV1-5DEA4162803F0E7A,"SELECTION, INSTALLATION, OPERATION AND MAINTENANCE OF PUMPS FOR INDUSTRIAL APPLICATIONS - CODE OF PRACTICE PART 1 SELECTION (first revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000953,SYN-REQ-00477,MSV1-5F15D28246A0C9B3,Rating of Sound Insulation in Buildings and of Building Elements: Part 2 Impact Sound Insulation (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000954,SYN-REQ-00477,MSV1-78ED6BE36389346D,Rating of Sound Insulation in Buildings and of Building Elements: Part 1 Airborne Sound Insulation (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000955,SYN-REQ-00478,MSV1-F8AC0F174B5BFD32,Identification cards Integrated circuit cards Part 9: Commands for card management First Revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000956,SYN-REQ-00478,MSV1-632EFDE9D3E44AD5,Identification cards Integrated circuit cards Part 15: Cryptographic information application,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000957,SYN-REQ-00479,MSV1-179E532586228B0C,Textile machinery and accessories – Beams for winding Part 2 Warper’s beams,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000958,SYN-REQ-00479,MSV1-F54EC771F6702BCF,Textile machinery and accessories – Beams for winding Part 3 Weaver’s beams,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000959,SYN-REQ-00480,MSV1-AE34F80E70FECD31,Methods Of Test For Plastic Flooring And Wall Tiles,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000960,SYN-REQ-00480,MSV1-E51EFF904E171FD3,Methods of sampling and test for thinners and solvents for paints (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000961,SYN-REQ-00481,MSV1-7D22707BD68E9A4D,Methods of sampling and test for paints varnishes and related products: Part 10 instrumental analysis: Sec 5 electrochemical impedance spectroscopy (EIS) on coated and uncoated metallic specimens - Examples of spectra of polymer - Coated and uncoated specimens,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000962,SYN-REQ-00481,MSV1-26BC5B42986A3674,Methods of sampling and test for paints varnishes and related products: Part 10 instrumental analysis: Sec 4 electrochemical impedance spectroscopy (EIS) on coated and uncoated metallic specimens - Processing and analysis of data from dummy cells,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000963,SYN-REQ-00482,MSV1-2EF28AF0949A6C2E,Assistive Products Accessibility Guidelines and Requirements to Survey the Needs of Persons with Sensory Disabilities for Assistive Products and Services,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000964,SYN-REQ-00482,MSV1-C59BC8498DCBA1D0,Guidelines for procurement of hides and skins,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000965,SYN-REQ-00483,MSV1-FAD28C881AAFCA91,Methods of chemical analysis of nickel anodes,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000966,SYN-REQ-00483,MSV1-F6AA5A446774A8EB,Methods of chemical analysis of silver anodes (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000967,SYN-REQ-00484,MSV1-556458F4AA118330,Specification for carbon and carbon manganese free cutting steels (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000968,SYN-REQ-00484,MSV1-81C29607F0A6FDD3,Schedules for wrought steels: Part 3 carbon and carbon - Manganese free cutting steels (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000969,SYN-REQ-00485,MSV1-C4E49037250BCF4B,"Specification for press, flask, dental",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000970,SYN-REQ-00485,MSV1-6E44C59DEF902D8C,"Specification for button, press, lift the dot, cloth to cloth",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000971,SYN-REQ-00486,MSV1-BD7BEDBB4EBB0991,"Methods of test for commercial blasting explosives and accessories: Part 2 explosives: Sec 2 explosives, permitted",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000972,SYN-REQ-00486,MSV1-9866B6BDECAAE039,"Methods of test for commercial blasting explosives and accessories: Part 2 explosives: Sec 3 explosives, slurry",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000973,SYN-REQ-00487,MSV1-3D7D9CE445FC2612,Specification for the national flag of India (cotton khadi) (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000974,SYN-REQ-00487,MSV1-2E058B9B40E3A05B,Specification for the national flag of India (silk khadi) (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000975,SYN-REQ-00488,MSV1-3B8B90EB541594E0,e-EXPLODERS – SPECIFICATION,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000976,SYN-REQ-00488,MSV1-A5CD2B7D7E01ED0A,Specification for exploders,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000977,SYN-REQ-00489,MSV1-21F5BD212BCE5F9D,Nanotechnologies Characterization of single-wall carbon nanotubes using transmission electron microscopy,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000978,SYN-REQ-00489,MSV1-45DCA8EDCC39844D,Nanotechnologies - Characterization of single-wall carbon nanotubes using near infrared photoluminescence spectroscopy,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000979,SYN-REQ-00490,MSV1-3CF351F62F261331,Geosynthetics — Methods of Test Part 4 Dynamic Perforation (Cone Drop Test) ( Second Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000980,SYN-REQ-00490,MSV1-E51EFF904E171FD3,Methods of sampling and test for thinners and solvents for paints (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000981,SYN-REQ-00491,MSV1-B59FDF5BA3F7F4C4,Code of practice for flat roof finish : mud phuska,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000982,SYN-REQ-00491,MSV1-CABDDA5D7FF1FC0C,Laying Lime Concrete for a Waterproofed Roof Finish - Code of Practice (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000983,SYN-REQ-00492,MSV1-16FFE60D44FC0D83,Municipal Governance Part 7: Water and Sewerage Section 1: Taxonomy,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000984,SYN-REQ-00492,MSV1-41557216FE1E19A1,Municipal Governance Part 6: Trade License Section 1: Taxonomy,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000985,SYN-REQ-00493,MSV1-FFDF8809AE6087B2,Automotive vehicles - Hood latch system i - Method of test,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000986,SYN-REQ-00493,MSV1-91D030C583B42172,AUTOMOTIVE VEHICLES INTEGRAL POWER STEERING GEAR METHOD OF TEST (FIRST REVISION),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000987,SYN-REQ-00494,MSV1-E830B7AB80CFF62C,High Fidelity Audio Equipment and Systems: Minimum Performance Requirements Part 3: Loudspeakers (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000988,SYN-REQ-00494,MSV1-E765B40601DC3656,High Fidelity Audio Equipment and Systems: Minimum Performance Requirements - Specificaiton Part 1: General (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000989,SYN-REQ-00495,MSV1-D240A95454B9718D,Textile Floor Coverings - Determination of Flame Resistance by Tablet Test (First revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000990,SYN-REQ-00495,MSV1-FE88BB2527867BC4,Textile Floor Coverings — Determination of Resistance to Damage at Cut Edges Using the Modified Vettermann Drum Test (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000991,SYN-REQ-00496,MSV1-685096BACD18BA09,"Refrigerated display cabinets Part 2 Classification requirements and test conditions (ISO 23953-2: 2015, MOD) (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000992,SYN-REQ-00496,MSV1-416482B30E6E6336,BUILDING CONSTRUCTION MACHINERY AND EQUIPMENT CONCRETE PUMPS PART 1 COMMERCIAL SPECIFICATIONS First Revision Adoption of ISO 21573-1,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000993,SYN-REQ-00497,MSV1-0748DA3CEDF8EF9F,Code of practice for design and construction of port and harbour structures: Part 3 Sheet pile walls,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000994,SYN-REQ-00497,MSV1-3B2F1C8266FBE9E7,Code of practice for design and construction of port and harbour structures: Part 4 cellular sheet pile structures,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000995,SYN-REQ-00498,MSV1-BF184135DEBB0DFF,Gas Analysis - Conversion of Gas Mixture Composition Data,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000996,SYN-REQ-00498,MSV1-A6F75043795261A6,Gas Analysis — Conversion of Gas Mixture Composition Data ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000997,SYN-REQ-00499,MSV1-C0CFE867D411324B,Specification for electronic - Weighing - In - Motion system: Part 3 methods of tests: Sec 1 simulated tests,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000998,SYN-REQ-00499,MSV1-F6ED5671DB6481B4,Specification for electronic weighing - In - Motion systems: Part 2 requirements,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-000999,SYN-REQ-00500,MSV1-566DF3E3F0B01795,Lubricants for wire ropes and fibre cores - Specification: Part 3 lubricants for rope dressing in service (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001000,SYN-REQ-00500,MSV1-40F3A3F474B2F4A7,Lubricants for wire ropes and fibre cores - Specification: Part 1 lubricants for fibre core of wire - Ropes (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001001,SYN-REQ-00501,MSV1-690900C71FCEDFF1,Chemical Analysis of Metallic Manganese - Methods ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001002,SYN-REQ-00501,MSV1-3AA37D3318FFC273,Methods for chemical analysis of cadmium copper ( First Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001003,SYN-REQ-00502,MSV1-9D1E2F9893B98EBD,Textile - Handloom viscose staple fibre shirting - Specification (second revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001004,SYN-REQ-00502,MSV1-0B957B126536ED5C,TEXTILES - HANDLOOM VISCOSE STAPLE FIBRE LUNGIES - SPECIFICATION (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001005,SYN-REQ-00503,MSV1-0B0C713E0853493C,Biotechnology Analytical methods General requirements and considerations for the testing and characterization of cellular therapeutic products,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001006,SYN-REQ-00503,MSV1-AB8300E1C7364284,Molecular biomarker analysis - General definitions and requirements for microarray detection of specific nucleic acid sequences,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001007,SYN-REQ-00504,MSV1-665047A543A9A773,Code of practice for radiographic examination of resistance spot welds on aluminium and its alloys (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001008,SYN-REQ-00504,MSV1-EACE660B38094286,Chemical analysis of aluminium and its alloys parts 13 to 16 (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001009,SYN-REQ-00505,MSV1-662A4477D549AEBA,Radio Disturbance and Immunity Measuring Apparatus and Methods Specification Part 1 Radio Disturbance and Immunity Measuring Apparatus Section 1 Measuring apparatus Fourth Revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001010,SYN-REQ-00505,MSV1-30FC3A09F521A845,Radio Disturbance and Immunity Measuring Apparatus and Methods — Specification Part 1 Radio Disturbance and Immunity Measuring Apparatus Section 4 Antennas and Test Sites for Radiated Disturbance Measurements,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001011,SYN-REQ-00506,MSV1-18E93B2AF39979D8,Plastics - Methods of testing: Part 2 sampling and preparation of test specimens section 10 injection moulding of test specimens of thermosetting powder moulding compounds (Pmcs) - General principles and moulding of multipurpose test specimens,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001012,SYN-REQ-00506,MSV1-C298CE5B7562BCCB,Plastics - Methods of testing: Part 2 Sampling and preparation of test specimens Section 7 Injection moulding of test specimens of thermoplastic materials - Small plates (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001013,SYN-REQ-00507,MSV1-0B3C78E34129B338,Sustainable development of habitats - Indicators for resilient cities,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001014,SYN-REQ-00507,MSV1-E98C31BA3D5D7F48,Sustainable development of habitats - Indicators for smart cities,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001015,SYN-REQ-00508,MSV1-577470BC253129BE,Specification for welding coupling assembly for oil - Hydraulic systems,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001016,SYN-REQ-00508,MSV1-546FD2E98D0BCCB9,Specification for bulkhead elbow coupling assembly for oil - Hydraulic systems,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001017,SYN-REQ-00509,MSV1-21BA06BF53536A41,STEEL WIRE ROPES — DETERMINATION OF ROTATIONAL PROPERTIES,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001018,SYN-REQ-00509,MSV1-6B34415A9F3F4CB3,Steel wire ropes — Determination of the actual modulus of elasticity,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001019,SYN-REQ-00510,MSV1-1578B33D18277BA6,Textile - Methods for determination of mass of jute fabrics second revision,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001020,SYN-REQ-00510,MSV1-1B003F43ABD9161C,Glossary of terms relating to pozzolana (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001021,SYN-REQ-00511,MSV1-422490487EF1D879,Method of Test for Rigid Cellular Thermal Insulation Materials Part 4 Water Vapour Transmission Rate (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001022,SYN-REQ-00511,MSV1-16EE302A16A1F513,Method of test for rigid cellular thermal insulation materials: Part 3 dimensional stability (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001023,SYN-REQ-00512,MSV1-AB275EA9C0EAFE07,Fabricated PVC-U Fittings for Potable Water Supplies - Specification: Part 6 Specific Requirements for Flanged Tail Pieces with Metallic Flanges (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001024,SYN-REQ-00512,MSV1-6C949DECCC7DA032,Steel and Steel Products — Location and Preparation of Samples and Test Pieces for Mechanical Testing ( Third Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001025,SYN-REQ-00513,MSV1-8E4D050B7DE08FB2,Methods of Physical Tests for Hydraulic Cement: Part 1 Determination of Fineness by Dry Sieving (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001026,SYN-REQ-00513,MSV1-5F12E649C9DDDEE3,Methods of Physical Tests for Hydraulic Cement: Part 2 Determination of fineness by Blaine air permeability method (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001027,SYN-REQ-00514,MSV1-DD9AA12488B8DCB7,Cardiovascular implants and artificial organs - Blood - Gas exchangers (Oxygenators) (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001028,SYN-REQ-00514,MSV1-48F80F83DD77B21F,Cardiovascular Implants and Artificial Organs Cardiopulmonary Bypass Systems Arterial Blood Line Filters,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001029,SYN-REQ-00515,MSV1-99A822F06CF56196,"Steel globe valves (Flanged And Butt Welded Ends) for petroleum, petrochemical and allied industries - Specification (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001030,SYN-REQ-00515,MSV1-873A43218FAB5577,"Specification for steel plug valves for petroleum, petrochemical and allied industries",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001031,SYN-REQ-00516,MSV1-3EEAB0FBD7F4D071,Deviations on untoleranced dimensions and mass of steel castings (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001032,SYN-REQ-00516,MSV1-1D991DB2180DE443,Deviations for untoleranced dimensions and mass of grey iron castings (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001033,SYN-REQ-00517,MSV1-E7BA2BA5DC5984B4,Presentation of statistical data: Part 1 tabulation and summarization (Third Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001034,SYN-REQ-00517,MSV1-82B3520398EB826E,Technical product documentation - Springs: Part 2 presentation of data for cylindrical helical compression springs,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001035,SYN-REQ-00518,MSV1-7978AF3762DFDD22,Medical Laboratory Glassware — Bacteriological Bottles — Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001036,SYN-REQ-00518,MSV1-6D5B0E1F9759EC1D,Medical Laboratory Glassware — Bijou Bacteriological Bottle — Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001037,SYN-REQ-00519,MSV1-9D226C60E51C6792,Amendment No. 1 IS 12171 : 2024 Cotton Bales - Specification (Fourth Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001038,SYN-REQ-00519,MSV1-CB2F27CC01E49268,PUMPSET FOR DIRECT EVAPORATIVE AIR COOLER - SPECIFICATION (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001039,SYN-REQ-00520,MSV1-12E4DA605B77D027,Commercial Stationery Forms Books - Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001040,SYN-REQ-00520,MSV1-5F7ACE1845F0172C,Automotive vehicles - Retreaded pneumatic tyres for commercial vehicles - Specification (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001041,SYN-REQ-00521,MSV1-8EA80A49D7C2843F,Automotive vehicles - Starting gradeability - Method of measurement and requirement (Second Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001042,SYN-REQ-00521,MSV1-6C13FC26EA6AC21B,Automotive Vehicles — Air Conditioning and Heating Systems Thermal Performance — Method of Measurement ( Second Revision ),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001043,SYN-REQ-00522,MSV1-51BB67DDCAD57DBE,"Aviation turbine fuel (Kerosene Type, Jet A - 1) containing synthesized hydrocarbons - Specification",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001044,SYN-REQ-00522,MSV1-BB060B36D5579E78,"Aviation turbine fuels, kerosine type, jet - A - 1 - Specification (Tenth Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001045,SYN-REQ-00523,MSV1-43B8209392A4EEF0,Methods of Sampling and Test for Paints Varnishes and Related Products Part 3 Tests on Paint Film Formation Sec 2 Determination of film thickness (Fourth Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001046,SYN-REQ-00523,MSV1-963535220932BDC9,"Methods of sampling and test for paints, varnishes and related products: Part 5 Mechanical tests: Sec 4 Print free test (Fourth Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001047,SYN-REQ-00524,MSV1-E6A6F87A64D4041B,Acrylic Based Polymer Waterproofing Materials - Methods of Test: Part 3 Determination of Capillary Water Take-up,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001048,SYN-REQ-00524,MSV1-1E780AD1280F4AAF,Acrylic Based Polymer Waterproofing Materials - Methods of Tests: Part 4 Determination of pH value,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001049,SYN-REQ-00525,MSV1-455A2B5C5AB1EA8C,Non - Magnetic/char in sponge iron (DRI) - Methods of determination (First Revision),LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001050,SYN-REQ-00525,MSV1-191A2240E81313FA,Method for determination of compression strength of iron ore pellets after reduction,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001051,SYN-REQ-00526,MSV1-19C080400C20DD74,Sensitive anemometer - Specification,LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
HC-V03-001052,SYN-REQ-00526,MSV1-FB84D0E5B73A5747,"Specification for anemometer, cup counter (First Revision)",LEXICAL_SIMILARITY,REJECT_NEGATIVE,SYNTHETIC,NEEDS_EXPERT_VALIDATION
