tender_id,title,department,category,description,source,source_date,record_type,synthetic_flag
SYN-TENDER-03015,Synthetic procurement: Industrial furnaces and associated processing equipment Method of measuring energy balance and calculating energy efficiency Part 11: Evaluation of various kinds of efficiency,SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Industrial furnaces and associated processing equipment Method of measuring energy balance and calculating energy efficiency Part 11: Evaluation of various kinds of efficiency,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03016,Synthetic procurement: Cable Distribution System for Television and Sound Signals Part 10: Optical Equipment Consumption First Revision,SYNTHETIC,Others,Procurement requirement for product/service conforming to Cable Distribution System for Television and Sound Signals Part 10: Optical Equipment Consumption First Revision,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03017,Synthetic procurement: Luminaires: Part 1 general requirements and tests (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Luminaires: Part 1 general requirements and tests (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03018,Synthetic procurement: Ready - Mixed Concrete - Code of Practice (Second Revision),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Ready - Mixed Concrete - Code of Practice (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03019,Synthetic procurement: Methods of sampling and test for bleaching earths (Second Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of sampling and test for bleaching earths (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03020,"Synthetic procurement: Methods of sampling and test for paints, varnishes and related products : Part 1 test on liquid paints (general and physical) : Sec 7 mass per 10 litres - determination of density - pycnometer method (Fourth Revision)",SYNTHETIC,Methods of Tests,"Procurement requirement for product/service conforming to Methods of sampling and test for paints, varnishes and related products : Part 1 test on liquid paints (general and physical) : Sec 7 mass per 10 litres - determination of density - pycnometer method (Fourth Revision)",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03021,"Synthetic procurement: Specification for humidifier, nebulizing, ventury type",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Specification for humidifier, nebulizing, ventury type",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03022,Synthetic procurement: Hospital Rubber Sheeting Without Reinforcing Fabric - Specification ( First Revision ),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Hospital Rubber Sheeting Without Reinforcing Fabric - Specification ( First Revision ),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03023,Synthetic procurement: Proforma for Analysis of Unit Rate of Dewatering ( First Revision ),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Proforma for Analysis of Unit Rate of Dewatering ( First Revision ),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03024,"Synthetic procurement: Specification for 1, 3 - Phenylenediamine - 4 - Sulphonic acid",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Specification for 1, 3 - Phenylenediamine - 4 - Sulphonic acid",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03025,"Synthetic procurement: Countersinks 60-degree, 90-degree and 120-degree with morse taper shank -- Specification",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Countersinks 60-degree, 90-degree and 120-degree with morse taper shank -- Specification",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03026,Synthetic procurement: Recommended procedure for inspection of cast copper tuyeres,SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Recommended procedure for inspection of cast copper tuyeres,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03027,Synthetic procurement: Metallic tube connections for fluid power and general use 24° cone connectors with o - Ring weld - On nipples,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Metallic tube connections for fluid power and general use 24° cone connectors with o - Ring weld - On nipples,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03028,Synthetic procurement: Automotive fuels - Paraffinic diesel fuel from synthesis or hydrotreatment -Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Automotive fuels - Paraffinic diesel fuel from synthesis or hydrotreatment -Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03029,Synthetic procurement: Antifriction Bearing Grease (third revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Antifriction Bearing Grease (third revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03030,Synthetic procurement: Recommendation on preferred strokes for mechanical and hydraulic presses,SYNTHETIC,Others,Procurement requirement for product/service conforming to Recommendation on preferred strokes for mechanical and hydraulic presses,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03031,Synthetic procurement: Zingiber officinale Roscoe Fresh Rhizome for Use in Traditional Medicine - Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Zingiber officinale Roscoe Fresh Rhizome for Use in Traditional Medicine - Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03032,Synthetic procurement: Explosive Atmospheres Part 43: Equipment in adverse service conditions,SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Explosive Atmospheres Part 43: Equipment in adverse service conditions,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03033,Synthetic procurement: Measuring instruments - Micrometer heads - Specification (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Measuring instruments - Micrometer heads - Specification (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03034,Synthetic procurement: Sterilization of health care products Chemical indicators Part 1: General requirements,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Sterilization of health care products Chemical indicators Part 1: General requirements,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03035,Synthetic procurement: Bibhitaka Terminalia bellirica Gaertn Roxb Fruit for use in Traditional Medicine Specifications,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Bibhitaka Terminalia bellirica Gaertn Roxb Fruit for use in Traditional Medicine Specifications,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03036,Synthetic procurement: Infusion Equipment for Medical Use Part 14 Clamps and Flow Regulators for Transfusion and Infusion Equipment without Fluid Contact,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Infusion Equipment for Medical Use Part 14 Clamps and Flow Regulators for Transfusion and Infusion Equipment without Fluid Contact,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03037,Synthetic procurement: TEXTILES - DRUM PULLEYS/TR PULLEYS USED IN RING SPINNING AND DOUBLING FRAMES- SPECIFICATION (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to TEXTILES - DRUM PULLEYS/TR PULLEYS USED IN RING SPINNING AND DOUBLING FRAMES- SPECIFICATION (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03038,Synthetic procurement: Polyester fibre ropes - Double braid construction,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Polyester fibre ropes - Double braid construction,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03039,Synthetic procurement: ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03040,"Synthetic procurement: Eye and Face Protection — Sunglasses and Related Eyewear Part 3 Sunglasses for Running, Cycling and Similar Active Lifestyles",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Eye and Face Protection — Sunglasses and Related Eyewear Part 3 Sunglasses for Running, Cycling and Similar Active Lifestyles",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03041,Synthetic procurement: Coaxial communication cables Part 1 Test methods Section 203 Environmental Test for water penetration of cable,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Coaxial communication cables Part 1 Test methods Section 203 Environmental Test for water penetration of cable,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03042,Synthetic procurement: Passive filter units for electromagnetic interference suppression Part 1 Generic specification First Revision and Superseding 1 IS 3723Part 1:1978 2 IS 3723Part 2:1983 and 3 IS 3723Part 3:1983,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Passive filter units for electromagnetic interference suppression Part 1 Generic specification First Revision and Superseding 1 IS 3723Part 1:1978 2 IS 3723Part 2:1983 and 3 IS 3723Part 3:1983,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03043,Synthetic procurement: Rubberized coir sheets for cushioning – Specification Part 3 Sandwiched (third revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Rubberized coir sheets for cushioning – Specification Part 3 Sandwiched (third revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03044,"Synthetic procurement: Graphic technology - Process control for the production of half - Tone colour separations, proof and production prints: Part 2 offset lithographic processes (First Revision)",SYNTHETIC,Others,"Procurement requirement for product/service conforming to Graphic technology - Process control for the production of half - Tone colour separations, proof and production prints: Part 2 offset lithographic processes (First Revision)",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03045,Synthetic procurement: Guide for fishing gear Part 21: 33 m 600 Mesh bottom fish trawl net (first revision),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Guide for fishing gear Part 21: 33 m 600 Mesh bottom fish trawl net (first revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03046,Synthetic procurement: Textile machinery – Hopper feeders for cotton spinning – Vocabulary and principles of construction,SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Textile machinery – Hopper feeders for cotton spinning – Vocabulary and principles of construction,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03047,Synthetic procurement: GAS CARTRIDGES FOR USE IN FIRE EXTINGUISHERS - SPECIFICATION (Third Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to GAS CARTRIDGES FOR USE IN FIRE EXTINGUISHERS - SPECIFICATION (Third Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03048,Synthetic procurement: Specification for extension bars,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for extension bars,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03049,Synthetic procurement: Safety of machinery - Prevention of unexpected start - Up,SYNTHETIC,Safety Standard,Procurement requirement for product/service conforming to Safety of machinery - Prevention of unexpected start - Up,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03050,Synthetic procurement: Information Technology - Coding of Audio-visual Objects Part 24 Audio and Systems Interaction,SYNTHETIC,Others,Procurement requirement for product/service conforming to Information Technology - Coding of Audio-visual Objects Part 24 Audio and Systems Interaction,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03051,Synthetic procurement: Requirements for general purpose cathode - Ray oscilloscope,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Requirements for general purpose cathode - Ray oscilloscope,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03052,"Synthetic procurement: Water safety signs and beach safety flags: Part 2 specifications for beach safety flags - Colour, shape, meaning and performance",SYNTHETIC,Safety Standard,"Procurement requirement for product/service conforming to Water safety signs and beach safety flags: Part 2 specifications for beach safety flags - Colour, shape, meaning and performance",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03053,Synthetic procurement: Information Technology - Security Techniques - Lightweight Cryptography Part 3: Stream Ciphers,SYNTHETIC,Others,Procurement requirement for product/service conforming to Information Technology - Security Techniques - Lightweight Cryptography Part 3: Stream Ciphers,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03054,Synthetic procurement: Basket Strainers For Fire Fighting Purposes (cylindrical Type) (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Basket Strainers For Fire Fighting Purposes (cylindrical Type) (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03055,"Synthetic procurement: Method of Sampling and Test for Oils and Fats ? Part 3 Advanced Instrumental Methods Section 12 Determination of Fatty-Acid-Bound Chloropropanediols (MCPDS) and Glycidol by GC/MS ? Method Using Fast Alkaline Transesterification and Measurement for 2-MCPD, 3-MCPD and Glycidol by GC-MS/MS",SYNTHETIC,Methods of Tests,"Procurement requirement for product/service conforming to Method of Sampling and Test for Oils and Fats ? Part 3 Advanced Instrumental Methods Section 12 Determination of Fatty-Acid-Bound Chloropropanediols (MCPDS) and Glycidol by GC/MS ? Method Using Fast Alkaline Transesterification and Measurement for 2-MCPD, 3-MCPD and Glycidol by GC-MS/MS",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03056,Synthetic procurement: Textiles Monoaxially oriented high density polyethylene HDPE and polypropylene PP tapes Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Textiles Monoaxially oriented high density polyethylene HDPE and polypropylene PP tapes Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03057,Synthetic procurement: Indoor Air Part 15 Sampling Strategy for Nitrogen Dioxide NO2,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Indoor Air Part 15 Sampling Strategy for Nitrogen Dioxide NO2,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03058,Synthetic procurement: ROAD VEHICLES - LIQUEFIED NATURAL GAS (LNG) FUEL SYSTEM COMPONENTS - PART 11 : FITTINGS,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to ROAD VEHICLES - LIQUEFIED NATURAL GAS (LNG) FUEL SYSTEM COMPONENTS - PART 11 : FITTINGS,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03059,Synthetic procurement: Aluminium Stearate for Lubricants - Specification (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Aluminium Stearate for Lubricants - Specification (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03060,"Synthetic procurement: Scoop, Stanley Boyd's Pattern",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Scoop, Stanley Boyd's Pattern",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03061,Synthetic procurement: Aluminium collapsible tubes -- Specification (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Aluminium collapsible tubes -- Specification (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03062,Synthetic procurement: Specification for portable hand - Held mains - Operated electric massagers,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for portable hand - Held mains - Operated electric massagers,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03063,Synthetic procurement: Glossary of terms for cold-reduced tinplate and cold-reduced blackplate,SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Glossary of terms for cold-reduced tinplate and cold-reduced blackplate,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03064,Synthetic procurement: Methods of sampling and physical tests for refractory materials: Part 13 determination of resistance to carbon monoxide (Second Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of sampling and physical tests for refractory materials: Part 13 determination of resistance to carbon monoxide (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03065,Synthetic procurement: Cyfluthrin WP - Specification,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Cyfluthrin WP - Specification,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03066,Synthetic procurement: SCOSTA: Smart Card Operating System Template Architecture Part 1 Basic Command Set,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to SCOSTA: Smart Card Operating System Template Architecture Part 1 Basic Command Set,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03067,Synthetic procurement: Methods for estimation of nicotinic acid (Niacin) in foodstuffs,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods for estimation of nicotinic acid (Niacin) in foodstuffs,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03068,"Synthetic procurement: Explosive atmospheres: Part 29 gas detectors: Sec 2 selection, installation, use and maintenance of detectors for flammable gases and oxygen (First Revision)",SYNTHETIC,Code of Practice,"Procurement requirement for product/service conforming to Explosive atmospheres: Part 29 gas detectors: Sec 2 selection, installation, use and maintenance of detectors for flammable gases and oxygen (First Revision)",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03069,Synthetic procurement: Ophthalmic optics Spectacle frames Screw threads,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Ophthalmic optics Spectacle frames Screw threads,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03070,Synthetic procurement: Specification for cellulosic papers for electrical purposes: Part 3 specifications for individual materials: Sec 5 special papers,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for cellulosic papers for electrical purposes: Part 3 specifications for individual materials: Sec 5 special papers,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03071,Synthetic procurement: Leagal metrology - Material measures of length: Part 1 woven metallic and glass fiber tape measures (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Leagal metrology - Material measures of length: Part 1 woven metallic and glass fiber tape measures (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03072,"Synthetic procurement: Fine ceramics (advanced ceramics, advanced technical ceramics) - Test method for elastic moduli of monolithic ceramics at room temperature by sonic resonance",SYNTHETIC,Methods of Tests,"Procurement requirement for product/service conforming to Fine ceramics (advanced ceramics, advanced technical ceramics) - Test method for elastic moduli of monolithic ceramics at room temperature by sonic resonance",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03073,Synthetic procurement: Data sheet for shell and tube type heat exchangers,SYNTHETIC,Others,Procurement requirement for product/service conforming to Data sheet for shell and tube type heat exchangers,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03074,"Synthetic procurement: Safety of Transformers, Reactors, Power Supply Units and Combinations Thereof Part 2 Particular Requirements and Tests for Safety Isolating Transformers and Power Supply Units Incorporating Section 6 Safety Isolating Transformers for General Applications",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Safety of Transformers, Reactors, Power Supply Units and Combinations Thereof Part 2 Particular Requirements and Tests for Safety Isolating Transformers and Power Supply Units Incorporating Section 6 Safety Isolating Transformers for General Applications",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03075,Synthetic procurement: Information Technology - biometric Data interchange formats part 9 vascular image Data,SYNTHETIC,Others,Procurement requirement for product/service conforming to Information Technology - biometric Data interchange formats part 9 vascular image Data,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03076,Synthetic procurement: Textiles – Manila ropes – Specification (fifth revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Textiles – Manila ropes – Specification (fifth revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03077,Synthetic procurement: Cereal and cereal products sampling (First Revision),SYNTHETIC,Others,Procurement requirement for product/service conforming to Cereal and cereal products sampling (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03078,"Synthetic procurement: Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03079,Synthetic procurement: Security and Resilience - Community Resilience - Guidelines for planning recovery and renewal,SYNTHETIC,System Standard,Procurement requirement for product/service conforming to Security and Resilience - Community Resilience - Guidelines for planning recovery and renewal,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03080,Synthetic procurement: Safety Information for the Content of Piping Systems and Tanks : Part 1 Piping Systems,SYNTHETIC,Safety Standard,Procurement requirement for product/service conforming to Safety Information for the Content of Piping Systems and Tanks : Part 1 Piping Systems,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03081,Synthetic procurement: Rolling Bearing — Tolerances Part 1 Terms and Definitions ( First Revision ),SYNTHETIC,Terminology,Procurement requirement for product/service conforming to Rolling Bearing — Tolerances Part 1 Terms and Definitions ( First Revision ),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03082,Synthetic procurement: Internal combustion engine crankcase oils for automotive application (Diesel And Gasoline) - Specification (Third Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Internal combustion engine crankcase oils for automotive application (Diesel And Gasoline) - Specification (Third Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03083,"Synthetic procurement: Methods of Chemical Analysis of Iron Ores – Part 11 Determination Of Copper — 2,2’ Biquinolyl Spectrophotometric Method",SYNTHETIC,Methods of Tests,"Procurement requirement for product/service conforming to Methods of Chemical Analysis of Iron Ores – Part 11 Determination Of Copper — 2,2’ Biquinolyl Spectrophotometric Method",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03084,Synthetic procurement: Medium Density Particle Boards of Wood and other Lignocellulosic Materials for General Purpose - Specification ( Third Revision ),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Medium Density Particle Boards of Wood and other Lignocellulosic Materials for General Purpose - Specification ( Third Revision ),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03085,Synthetic procurement: Specification for direct reading pointer indicator type ac electronic millivoltmeter: Part 2 with a frequency range of 2 Hz to 1 MHz,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for direct reading pointer indicator type ac electronic millivoltmeter: Part 2 with a frequency range of 2 Hz to 1 MHz,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03086,Synthetic procurement: TEXTILES - HANDLOOM COTTON LUNGIES - SPECIFICATION (Second Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to TEXTILES - HANDLOOM COTTON LUNGIES - SPECIFICATION (Second Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03087,"Synthetic procurement: AC static transformer operated watthour and var - Hour smart meters, class 0.2 S, 0.5 S and 1.0 S: Part 2 specification transformer operated smart meters",SYNTHETIC,Product Specification,"Procurement requirement for product/service conforming to AC static transformer operated watthour and var - Hour smart meters, class 0.2 S, 0.5 S and 1.0 S: Part 2 specification transformer operated smart meters",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03088,"Synthetic procurement: Methods of Sampling and Test Physical and Chemical for Water and Wastewater Part 75 Determination of Dissolved Anions by Liquid Chromatography of Ions - Determination of Bromide, Chloride, Fluoride, Nitrate, Nitrite Phosphate and Sulfate",SYNTHETIC,Methods of Tests,"Procurement requirement for product/service conforming to Methods of Sampling and Test Physical and Chemical for Water and Wastewater Part 75 Determination of Dissolved Anions by Liquid Chromatography of Ions - Determination of Bromide, Chloride, Fluoride, Nitrate, Nitrite Phosphate and Sulfate",GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03089,Synthetic procurement: Methods of test for petroleum and its products [ p : 91 ] determination of water separability of petroleum oils and synthetic fluids (First Revision),SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Methods of test for petroleum and its products [ p : 91 ] determination of water separability of petroleum oils and synthetic fluids (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03090,Synthetic procurement: TEXTILES COTTON WEBBING ROLLED EDGES SPECIFICATION,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to TEXTILES COTTON WEBBING ROLLED EDGES SPECIFICATION,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03091,Synthetic procurement: Specification for Mild Steel and Medium Tensile Steel Bars and Hard-Drawn Steel Wire for Concrete Reinforcement: Part 1 Mild Steel and Medium Tensile Steel Bars (Third revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for Mild Steel and Medium Tensile Steel Bars and Hard-Drawn Steel Wire for Concrete Reinforcement: Part 1 Mild Steel and Medium Tensile Steel Bars (Third revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03092,Synthetic procurement: Light Liquid Paraffin for Cosmetic Industry - Specification Second Revision of IS 7299,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Light Liquid Paraffin for Cosmetic Industry - Specification Second Revision of IS 7299,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03093,Synthetic procurement: Stoneware Containers for General Purposes - Specification (First Revision),SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Stoneware Containers for General Purposes - Specification (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03094,Synthetic procurement: Specification for polyester cotton belting duck,SYNTHETIC,Product Specification,Procurement requirement for product/service conforming to Specification for polyester cotton belting duck,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03095,Synthetic procurement: Pipe threads where pressure - Tight joints are made on the threads - Verification by means of limit gauges (First Revision),SYNTHETIC,Code of Practice,Procurement requirement for product/service conforming to Pipe threads where pressure - Tight joints are made on the threads - Verification by means of limit gauges (First Revision),GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
SYN-TENDER-03096,Synthetic procurement: Water Quality Enumeration of Clostridium perfringens Method using membrane filtration,SYNTHETIC,Methods of Tests,Procurement requirement for product/service conforming to Water Quality Enumeration of Clostridium perfringens Method using membrane filtration,GENERATED_FROM_SOURCE_TITLE,2026-09-04,SYNTHETIC,True
