pair_id,query,positive_standard_id,negative_standard_id,label,difficulty,reason,source,record_type,synthetic_flag
PAIR-4A13EB2D74D4E793,Need procurement guidance for Specification for portfolios,MSV1-05BF9F4F6388D1D9,MSV1-8D7519A89AE239FB,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-E23B33E972B95D66,Need procurement guidance for Photography - Flash Exposure Meter - Requirements,MSV1-A131D4FF6AD58EFF,MSV1-C3181DF5F713BA73,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-F98A1FABFCEE81ED,Need procurement guidance for Information Technology - Security Techniques - Network Security Part 6: Securing Wireless IP Network Access,MSV1-828432C472B2C887,MSV1-3EC576710359F44E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-18748259F8C1EC93,"Need procurement guidance for Implementation of the 7 - Bit coded character set and its 7 - Bit extensions on 3.81 mm ,for 0 , 0 magnetic tape cassette data interchange",MSV1-B3190DE2770CF73B,MSV1-CBFF35C22A5ED0EF,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-353448AF7C78C9FB,Need procurement guidance for HYGIENIC CONDITIONS FOR FRUIT AND VEGETABLE CANNING UNITS CODE OF PRACTICE,MSV1-8A9FEB2880ED95FF,MSV1-34B4EB2F7231B07D,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4D5ACF41CF2A1701,Need procurement guidance for Textiles Auxiliaries Thin Boiling Starch Specification,MSV1-C97B4D4B0BA36168,MSV1-DFA41DE2C0AFCE71,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B07C341BB56A3328,Need procurement guidance for Vinyl Sulphone - Specification,MSV1-9ED82402248A4BC5,MSV1-B7BD88F957FF1A97,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-8811BA92A049E784,Need procurement guidance for Food colours - Methods of sampling and test (third revision),MSV1-207F55EB2420C4C7,MSV1-2A419D5894968CF3,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-AC0544116F7562F6,Need procurement guidance for Insulating liquids - Specifications for unused synthetic organic esters for electrical purposes,MSV1-6E6815BDDC16AE23,MSV1-AE2DB134C480AA30,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6556B54F0FEB4D62,Need procurement guidance for Hexane — Code of Safety (First Revision),MSV1-238440F8B1C5DF30,MSV1-826B40FDC1F56190,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-8A42ACECBFE35582,Need procurement guidance for Recommendation to be given on indication plates for web offset printing machines,MSV1-1EF6ECD55A80B556,MSV1-E40CE13259F673AA,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-E5233BBF86876DD1,Need procurement guidance for Diagrams for process industry -- Specification: Part 1 General rules,MSV1-985F33D0B436A3BA,MSV1-89A700D8AB488552,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-DB3418BF52ABCD7E,Need procurement guidance for Plasma Equipment for Electroheat Applications — Methods of Test (First Revision),MSV1-8C5CCE5C66E4B0DA,MSV1-2D4B1FC167E0B937,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-40719011CC3A9E72,Need procurement guidance for Photography - Cameras Using 35 mm Film and Roll Film - Dimensions of Pictures Sizes,MSV1-74A30E567576DF19,MSV1-C09219C191CD1358,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-94E92DA6353DED89,Need procurement guidance for Method of measurement of building and civil engineering works: Part 18 demolition and dismantling (Third Revision),MSV1-4A9B8BDA9973A18D,MSV1-A67568BBE4CE7A55,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-024D2820C79D15B7,Need procurement guidance for Pressure regulators for use with medical gases: Part 4 low - Pressure regulators,MSV1-886F9BDC726B2A53,MSV1-DAD41356E09A6A9E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-3EB4958B341EBFD4,Need procurement guidance for Specification for cast deck - End rollers,MSV1-F7B663C7AF42A31F,MSV1-C90D626F8577083E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-57ABE12F28715060,Need procurement guidance for Dried Milk and Dried Milk Products - Determination of Moisture Content (Reference Method) (Second Revision),MSV1-7CA230ED15E04BAA,MSV1-49968945042E725F,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-19F4681BB2497CBE,Need procurement guidance for Wing Band for Poultry — Specification (First Revision),MSV1-CCE187DFB9757A1B,MSV1-6C4B7CBD220D199E,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B3F373CBB71E7549,"Need procurement guidance for Specification For Forceps, Eye, Strabismus, For Advancement (Prince's And Worth's Patterns)",MSV1-A9E58D8E28548965,MSV1-69AA395B228ADF43,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4129C3EDFA263EBE,Need procurement guidance for Cationic modified bitumen emulsion - Specification,MSV1-874C33EB92BE6175,MSV1-9C342CCAF1F7F2C2,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-FE1F4DBCC8B1A1E8,Need procurement guidance for Dentistry Periodontal probes Part 1: General requirements,MSV1-A6192A7B244CE409,MSV1-29A594DFA7467358,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-79F489BA5861AAF2,Need procurement guidance for Luminaires Part 5: Particular requirements Section 2: Recessed luminaires and recessed air-handling luminaires (Second Revision),MSV1-BA5290D886CD5F88,MSV1-6A48C58B3C95F577,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-C4BD9BD3A145C3C4,Need procurement guidance for Graphic Technology — Input Data for Characterization of Four-Colour Process Printing Part 1 Initial Data Set,MSV1-FBE8C24E3B36F3BB,MSV1-F0CE1FB7E878F54C,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-63F5E90811EBFF3A,Need procurement guidance for Household sewing machines - Memorandum on screw threads for sewing machine components (First Revision),MSV1-C9BB41AB780407D4,MSV1-08EB4840B8680F14,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-9B32688610C82BDF,Need procurement guidance for Graphic technology - Post-press - Requirements for bound products,MSV1-6BE9496FD1DA8EB0,MSV1-717A5DEE1B44ACC0,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-A0FBC8F1C2A1C1B4,"Need procurement guidance for Analysis of soaps - Determination of unsaponifiable, unsaponified and unsaponified saponifiable matter",MSV1-2FB5C62611D852EC,MSV1-5B00363B7D605F35,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-ED182FB7D0DFA6D5,Need procurement guidance for Methods for splicing of wire ropes: Part 2 wire rope sling legs with ferrule - Secured eye terminal (First Revision),MSV1-AD5F5D5F64AB4783,MSV1-C04BAC659B0C5A65,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-13CECD8402D12CB9,Need procurement guidance for Specification for nickel silver rods and bars,MSV1-50D486493A966DA1,MSV1-40A7BC3AD7C70DEC,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-A078EBEFCA358087,Need procurement guidance for CODE OF RECOMMENDED PRACTICE FOR AMUSEMENT RIDES SAFETY PART 5 OPERATION AND MAINTENANCE PROCEDURES,MSV1-4125919BE756834A,MSV1-CB9A439F8A03FC6C,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-51D5F6239A364362,Need procurement guidance for Classification of lubricants industrial oils and related products Part 2 Family A Total loss systems,MSV1-FE706CA56DBACD52,MSV1-2769923CC05F1F0C,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-7548EFC8A41865A3,Need procurement guidance for Male Stud Elbow Body for Oil - Hydraulic Couplings Specification Part 1 Made from Forgings,MSV1-C9AF281CF4BD3F30,MSV1-F46BA7DB0AFBBAF1,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4438A94F9AE4AA68,Need procurement guidance for Methods of Measurements on Audio Frequency Signal Generators (30 C/s to 30 Kc/s),MSV1-547F3F19125BC9C1,MSV1-04B646278F5B51D8,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-99443B9292E10B00,Need procurement guidance for Corrosion of metals and alloys - Guidelines for the evaluation of pitting corrosion,MSV1-C7A84AEA381179E2,MSV1-48A443474D2433FB,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-EA47FE2A62A9153D,Need procurement guidance for Low-Voltage Fuses Part 1 General Requirements,MSV1-E20B5F6DA121F96E,MSV1-DC1092EB20FFCE79,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-D5E926204600F9B8,Need procurement guidance for Power Control Systems Security Requirements First Revision,MSV1-96BA286B8B53A81F,MSV1-2AEA30FCBFB008BB,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6684F14813F4AC24,"Need procurement guidance for LUBRICANTS, INDUSTRIAL OILS AND RELATED PRODUCTS (CLASS L) — FAMILY H (HYDRAULIC SYSTEMS) — SPECIFICATIONS FOR HYDRAULIC FLUIDS IN CATEGORIES HETG, HEPG HEES AND HEPR",MSV1-969E0D3D1D2B3E87,MSV1-DCBDADFE171273EB,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-F67CBEBD3C4E65B4,Need procurement guidance for Methods of test for cables: Part 5 conductor resistance test,MSV1-CA8D564CB9D53AD1,MSV1-1DEF091F6D63AC08,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-2306C3FD0D21398B,"Need procurement guidance for Specification for wheel, multipurpose",MSV1-261BCB4BCD27675A,MSV1-EC7A55EB4ABAAADF,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B2646F1A76422F52,Need procurement guidance for Oil of patchouli - Specification (First Revision),MSV1-9722EB6EFEBA4039,MSV1-46C789D9DE6EB300,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4ECAABFCC1F1CC51,Need procurement guidance for Optics and photonics -- Microlens arrays : Part 5 Guidance on testing,MSV1-3A23F12EC2C7092A,MSV1-4D00C75118CB1BDA,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-4B6EBEC8C14FC828,Need procurement guidance for Methods for chemical analysis of cast iron and pig iron Part 5 Determination of phosphorus by alkalimetric method (for phosphorus 0.01 percent to 0.50 percent) (First Revision),MSV1-210BFF6F0BAC17F6,MSV1-70457CC4C3595AA5,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-977D007B000CDD6C,"Need procurement guidance for Information Security, Cybersecurity and Privacy Protection - Evaluation Criteria for IT Security - Methodology for IT Security Evaluation (Second Revision)",MSV1-B8F5DF85FAA46A5B,MSV1-01FE5F84CBE963D2,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-D6C56D29CAC25892,"Need procurement guidance for Aircraft Pressure Refuelling Connection — Dimensions (ISO 45 : 1990, MOD) (First Revision)",MSV1-FE7D63A791F19A4E,MSV1-C1D74E983C150521,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-263747F676ADB2CD,Need procurement guidance for Specification for plastic films for electrical purposes: Part 1 definitions and general requirements,MSV1-9F1078266FF359F7,MSV1-731E7EF810D150EE,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-1A10BBBE70BBC873,Need procurement guidance for Gas turbines - Vocabulary,MSV1-16BFB9D98EE3CEBB,MSV1-9B3FD0BEDC947FDF,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-19CE0A9EA9742CD0,Need procurement guidance for Specification for snap fasteners for dresses (First Revision),MSV1-77A962B4F01C0374,MSV1-7CC6966FED9F43FB,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-33491B42B5B95CCD,Need procurement guidance for METHOD FOR DETERMINATION OF ASPHALTENES IN BITUMEN BY PRECIPITATION WITH NORMAL HEPTANE (First Revision),MSV1-AB6BFB987B26070F,MSV1-F737E9704EF42A48,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-FA22130B819D3B3A,Need procurement guidance for Guidelines for preparation of completion reports of multipurpose river valley projects,MSV1-AD2C3A85962F2C9E,MSV1-4BDE95196084F3AD,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-9B2556241902C533,Need procurement guidance for Specification for couplings for driving fuel injection pumps,MSV1-66BFA7767836B57E,MSV1-79D4FDC75050DE3D,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-88D0A4B2359E49F6,Need procurement guidance for Textiles – Seam types – Classification and terminology (first revision),MSV1-6487EB0A4CF2BD08,MSV1-7237CEB8B676D028,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-5BC916993B37C362,Need procurement guidance for Geometrical product specifications (GPS) — Dimensioning and tolerancing — Cones (Second Revision),MSV1-2B30972E9204CDCD,MSV1-016F5D063800CD57,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-EDE25272D9169F67,Need procurement guidance for Specification for battery locom - Otives for use in mines,MSV1-0DAA6977499DDE7E,MSV1-1171D1BD96DFA7EA,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-F5B78DA638A2E5EA,Need procurement guidance for Methyl acrylate - Specification,MSV1-B8B996F7DB758C33,MSV1-035829434884FAB4,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-74EBDF2A97ACD511,Need procurement guidance for Household and Similar Electrical Appliances — Safety Part 2 Particular Requirements Section 98 Humidifiers,MSV1-31DE370A379FB808,MSV1-92D196DAFA00DB59,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6B709C8219752155,Need procurement guidance for Code of practice for installation and operation of single point hydraulic over - Flow setting gauge,MSV1-0854656D013F7976,MSV1-51556E09596C8B4C,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-3EA59BB3DABCDA8F,Need procurement guidance for Methods of Test for Petroleum and its Products Part 181 Liquid Petroleum Products - Determination of Hydrocarbon Types and Oxygenates in Automotive Motor Gasoline and in Ethanol ( E85 ) Automotive Fuel - Multidimensional Gas Chromatography Method,MSV1-C360BA63A3DAF70F,MSV1-D1E27C4C70C4FE43,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-3E1A3305DA86EF16,"Need procurement guidance for Wooden Flush Door Shutters (Cellular, Hollow and Tubular Core Type) — Specification Part 1 Plywood Face Panels ( Fifth Revision )",MSV1-4A1FE0F183FA5FC6,MSV1-E8DA55BA2E650074,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B07E26E2BDB117F0,Need procurement guidance for Mechanical vibration and shock - Guidelines for dynamic tests and investigations on bridges and viaducts,MSV1-F54F1AC9CB610490,MSV1-FAB9FA787218CF8D,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-385871885824D833,Need procurement guidance for Optical Fibres — Guidance for Nuclear Radiation Test,MSV1-E63A8C8B65DC4C95,MSV1-2E17BD177BD2C28A,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-6269E224DEFC52AA,Need procurement guidance for Specification for shell core drills,MSV1-3EB0B6DF90D21180,MSV1-59E4ACB72FB28A9B,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-D827E1876DEA4869,Need procurement guidance for Fixed inductors for electromagnetic interference suppression: Part 1 generic specification,MSV1-B665700176A74427,MSV1-082F6626794E6142,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-871BA22CCD083FE3,"Need procurement guidance for Ceramic Tiles — Definitions, Classifications, Characteristics and Marking ( Second Revision )",MSV1-B7B442DC6393A1AC,MSV1-1AF4FF711BC7DBF3,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-83DE3817CE216460,Need procurement guidance for Vidanga(Embelia ribes Burm.f.) Fruit for use in Traditional Medicine - Specification,MSV1-DDFE2AAA6C45D077,MSV1-75811B7D8F641763,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-56C962396028BC40,Need procurement guidance for Metallic materials - Method of test for the determination of quasistatic fracture toughness of welds,MSV1-F283D1785E6949B7,MSV1-2B32949EE06DF5FD,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-B49D62DD34A7BDD5,Need procurement guidance for Methods of test for stabilizd soils: Part 5 Determination of unconfined compressive strength of stablized soils,MSV1-5C8C02A6BCD7C291,MSV1-2E9C16D5BD68A58F,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-C35907620880DF6C,"Need procurement guidance for Hot Rolled Steel Sections for Doors, Windows and Ventilators - Specification (Second Revision)",MSV1-8E0A5C7EEE32F4FD,MSV1-1B7AD91FF42FB2ED,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-DCCD11BBB0FFAB83,"Need procurement guidance for Specification for ready mixed paint, slushing, petrol resisting, stoving for interior painting of tanks and containers, red oxide (Colour Unspecified)",MSV1-0A76612C68CF8C55,MSV1-415263D711C8C640,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-43C2E8823B3F9E40,Need procurement guidance for Plastics collapsible containers for human blood and blood components Part 1 Conventional containers First Revision,MSV1-18E9A98F9FAC9AE9,MSV1-97CEF91D29157DB4,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-C7649369148794B5,Need procurement guidance for Connectors for electronic equipment Part 2 Tests and measurements Section 1: Electrical continuity and contact resistance tests Test 2a: Contact resistance Millivolt level method,MSV1-C39B53A94C34F7C9,MSV1-0580669753CF28BF,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-D55987671A443BEE,Need procurement guidance for Electrotechnical Vocabulary Part 89 Magnetic Materials and Components,MSV1-3C39B3BA38D2B404,MSV1-1BFAE36964A7A1F5,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
PAIR-F522AE2C434D5968,Need procurement guidance for Methods of tests for split bamboos,MSV1-6B022CE88C85A294,MSV1-6525930D19EE67C5,POSITIVE_VS_NEGATIVE,SYNTHETIC_HARD_NEGATIVE,Negative selected from inventory without claiming semantic irrelevance.,SYNTHETIC_FROM_SOURCE_TITLE,SYNTHETIC,True
