requirement_id,tender_id,requirement_text,product,category,technical_attributes,mandatory_constraints,quantity,unit,record_type,synthetic_flag
SYN-REQ-02515,SYN-TENDER-02515,"Procurement requirement for product/service conforming to Textiles - Dungri cloth, cotton khadi, bleached - Specification (second revision)","Textiles - Dungri cloth, cotton khadi, bleached - Specification (second revision)",Product Specification,textiles; dungri; cloth; cotton; khadi; bleached; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02516,SYN-TENDER-02516,Procurement requirement for product/service conforming to Textiles — Peak Cap — Specification,Textiles — Peak Cap — Specification,Product Specification,textiles; peak; cap,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02517,SYN-TENDER-02517,Procurement requirement for product/service conforming to Turmeric - Determination of colouring power - Spectrophotometric method,Turmeric - Determination of colouring power - Spectrophotometric method,Methods of Tests,turmeric; determination; colouring; power; spectrophotometric,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02518,SYN-TENDER-02518,Procurement requirement for product/service conforming to Medical electrical equipment Part 2 Particular requirements for basic safety and essential performance Section 2 High frequency surgical equipment and high frequency surgical accessories First revision,Medical electrical equipment Part 2 Particular requirements for basic safety and essential performance Section 2 High frequency surgical equipment and high frequency surgical accessories First revision,Product Specification,medical; electrical; equipment; 2; particular; basic; safety; essential; performance; high; frequency; surgical,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02519,SYN-TENDER-02519,Procurement requirement for product/service conforming to Design and construction of port and harbour structures code of practice: Part 6 block work,Design and construction of port and harbour structures code of practice: Part 6 block work,Code of Practice,design; construction; port; harbour; structures; 6; block; work,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02520,SYN-TENDER-02520,Procurement requirement for product/service conforming to Packaging - Recommendations for addressing consumer needs First Revision,Packaging - Recommendations for addressing consumer needs First Revision,Others,packaging; recommendations; addressing; consumer; needs; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02521,SYN-TENDER-02521,"Procurement requirement for product/service conforming to Cranked - Link mill chains of welded construction, attachments and sprockets (First Revision)","Cranked - Link mill chains of welded construction, attachments and sprockets (First Revision)",Product Specification,cranked; link; mill; chains; welded; construction; attachments; sprockets; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02522,SYN-TENDER-02522,"Procurement requirement for product/service conforming to Thoracic Surgery Instruments — Rib Shears, Tudor Edward’s Pattern — Specification (Second Revision)","Thoracic Surgery Instruments — Rib Shears, Tudor Edward’s Pattern — Specification (Second Revision)",Product Specification,thoracic; surgery; instruments; rib; shears; tudor; edward; pattern; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02523,SYN-TENDER-02523,"Procurement requirement for product/service conforming to Painting of Concrete, Masonry and Plaster Surfaces - Code of Practice - Part 1 : Operations and Workmanship","Painting of Concrete, Masonry and Plaster Surfaces - Code of Practice - Part 1 : Operations and Workmanship",Code of Practice,painting; concrete; masonry; plaster; surfaces; 1; operations; workmanship,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02524,SYN-TENDER-02524,Procurement requirement for product/service conforming to SPACE SYSTEMS - QUALIFICATION ASSESSMENT,SPACE SYSTEMS - QUALIFICATION ASSESSMENT,Process Specification,space; systems; qualification; assessment,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02525,SYN-TENDER-02525,Procurement requirement for product/service conforming to Optics and photonics -- Preparation of drawings for optical elements and systems : Part 7 Non-toleranced data,Optics and photonics -- Preparation of drawings for optical elements and systems : Part 7 Non-toleranced data,Code of Practice,optics; photonics; preparation; drawings; optical; elements; systems; 7; non; toleranced; data,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02526,SYN-TENDER-02526,Procurement requirement for product/service conforming to Copper tamping powder for carbon brushes - Specification,Copper tamping powder for carbon brushes - Specification,Product Specification,copper; tamping; powder; carbon; brushes,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02527,SYN-TENDER-02527,Procurement requirement for product/service conforming to Metallic materials Determination of forming-limit curves for sheet and strip Part 2: Determination of forming-limit curves in the laboratory,Metallic materials Determination of forming-limit curves for sheet and strip Part 2: Determination of forming-limit curves in the laboratory,Methods of Tests,metallic; materials; determination; forming; limit; curves; sheet; strip; 2; laboratory,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02528,SYN-TENDER-02528,Procurement requirement for product/service conforming to Graphic technology Variable content replacement Part 1: Using PDFX for variable content replacement PDFVCR-1,Graphic technology Variable content replacement Part 1: Using PDFX for variable content replacement PDFVCR-1,Others,graphic; technology; variable; content; replacement; 1; using; pdfx; pdfvcr,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02529,SYN-TENDER-02529,Procurement requirement for product/service conforming to Method of Test - Determination of Ochratoxin A in Wine by High Performance Liquid Chromatography with Immunoaffinity Column and Fluorescence Detection,Method of Test - Determination of Ochratoxin A in Wine by High Performance Liquid Chromatography with Immunoaffinity Column and Fluorescence Detection,Methods of Tests,test; determination; ochratoxin; wine; by; high; performance; liquid; chromatography; immunoaffinity; column; fluorescence,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02530,SYN-TENDER-02530,Procurement requirement for product/service conforming to Gaseous fire extinguishing systems - IG 01 extinguishing systems,Gaseous fire extinguishing systems - IG 01 extinguishing systems,Others,gaseous; fire; extinguishing; systems; ig; 01,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02531,SYN-TENDER-02531,Procurement requirement for product/service conforming to UHV AC TRANSMISSION SYSTEMS Part 100: General information,UHV AC TRANSMISSION SYSTEMS Part 100: General information,System Standard,uhv; ac; transmission; systems; 100; general; information,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02532,SYN-TENDER-02532,Procurement requirement for product/service conforming to Triazophos emulsifiable concentrate - Specification (first revision),Triazophos emulsifiable concentrate - Specification (first revision),Product Specification,triazophos; emulsifiable; concentrate; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02533,SYN-TENDER-02533,Procurement requirement for product/service conforming to GLOSSARY OF TERMS RELATING TO PILE DRIVING EQUIPMENT (First Revision of IS 6427),GLOSSARY OF TERMS RELATING TO PILE DRIVING EQUIPMENT (First Revision of IS 6427),Terminology,glossary; terms; relating; pile; driving; equipment; first; revision; is; 6427,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02534,SYN-TENDER-02534,Procurement requirement for product/service conforming to Vaccine Carriers - General Requirements and Test Methods,Vaccine Carriers - General Requirements and Test Methods,Product Specification,vaccine; carriers; general; test,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02535,SYN-TENDER-02535,Procurement requirement for product/service conforming to Specification for canned pineapples,Specification for canned pineapples,Product Specification,canned; pineapples,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02536,SYN-TENDER-02536,Procurement requirement for product/service conforming to TEXTILES CARD AND GILL PINS FOR USE IN JUTE INDUSTRY SPECIFICATION Second Revision of IS 4909,TEXTILES CARD AND GILL PINS FOR USE IN JUTE INDUSTRY SPECIFICATION Second Revision of IS 4909,Product Specification,textiles; card; gill; pins; use; jute; industry; second; revision; is; 4909,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02537,SYN-TENDER-02537,Procurement requirement for product/service conforming to Specification for cartridges for shot guns: Part 6 propellant,Specification for cartridges for shot guns: Part 6 propellant,Product Specification,cartridges; shot; guns; 6; propellant,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02538,SYN-TENDER-02538,Procurement requirement for product/service conforming to Public information guidance systems Part 3 : Guidelines for the design and use of information index signs,Public information guidance systems Part 3 : Guidelines for the design and use of information index signs,Safety Standard,public; information; guidance; systems; 3; design; use; index; signs,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02539,SYN-TENDER-02539,Procurement requirement for product/service conforming to Portable/ Personal Transceivers - Specification,Portable/ Personal Transceivers - Specification,Product Specification,portable; personal; transceivers,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02540,SYN-TENDER-02540,Procurement requirement for product/service conforming to Electrotechnical vocabulary: Part 47 digital electronic equipment,Electrotechnical vocabulary: Part 47 digital electronic equipment,Terminology,electrotechnical; vocabulary; 47; digital; electronic; equipment,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02541,SYN-TENDER-02541,Procurement requirement for product/service conforming to PLASTICS METHODS OF TESTING PART 8 PERMANENCE/CHEMICAL PROPERTIES SECTION 15 DETERMINATION OF RESISTANCE TO ENVIRONMENTAL STRESS CRACKING ESC GENERAL GUIDANCE,PLASTICS METHODS OF TESTING PART 8 PERMANENCE/CHEMICAL PROPERTIES SECTION 15 DETERMINATION OF RESISTANCE TO ENVIRONMENTAL STRESS CRACKING ESC GENERAL GUIDANCE,Methods of Tests,plastics; testing; 8; permanence; chemical; properties; 15; determination; resistance; environmental; stress; cracking,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02542,SYN-TENDER-02542,Procurement requirement for product/service conforming to Water quality - Determination of certain organochlorine insecticides: 1996 polychlorinated biphenyls and chlorobenzenes - Gas chromatographic method after liquid - Liquid extraction,Water quality - Determination of certain organochlorine insecticides: 1996 polychlorinated biphenyls and chlorobenzenes - Gas chromatographic method after liquid - Liquid extraction,Methods of Tests,water; quality; determination; certain; organochlorine; insecticides; 1996; polychlorinated; biphenyls; chlorobenzenes; gas; chromatographic,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02543,SYN-TENDER-02543,Procurement requirement for product/service conforming to In-Vitro Diagnostic Devices - Automated ELISA Processor,In-Vitro Diagnostic Devices - Automated ELISA Processor,Product Specification,vitro; diagnostic; devices; automated; elisa; processor,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02544,SYN-TENDER-02544,Procurement requirement for product/service conforming to Method for determination of ergot in foodgrains,Method for determination of ergot in foodgrains,Methods of Tests,determination; ergot; foodgrains,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02545,SYN-TENDER-02545,Procurement requirement for product/service conforming to Specification for low and medium alloy steel covered electrodes for manual metal arc welding (Third Revision,Specification for low and medium alloy steel covered electrodes for manual metal arc welding (Third Revision,Product Specification,low; medium; alloy; steel; covered; electrodes; manual; metal; arc; welding; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02546,SYN-TENDER-02546,Procurement requirement for product/service conforming to Specification for ethylene oxide (First Revision),Specification for ethylene oxide (First Revision),Product Specification,ethylene; oxide; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02547,SYN-TENDER-02547,Procurement requirement for product/service conforming to Methods of chemical analysis of ferro-molybdenum: Part 5 determination of phosphorus,Methods of chemical analysis of ferro-molybdenum: Part 5 determination of phosphorus,Methods of Tests,chemical; analysis; ferro; molybdenum; 5; determination; phosphorus,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02548,SYN-TENDER-02548,Procurement requirement for product/service conforming to Textiles Method for determination of alkylphenols AP,Textiles Method for determination of alkylphenols AP,Methods of Tests,textiles; determination; alkylphenols; ap,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02549,SYN-TENDER-02549,Procurement requirement for product/service conforming to Surface characterization of gold nanoparticles for nanomaterial specific toxicity screening: FT - IR method,Surface characterization of gold nanoparticles for nanomaterial specific toxicity screening: FT - IR method,Methods of Tests,surface; characterization; gold; nanoparticles; nanomaterial; specific; toxicity; screening; ft; ir,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02550,SYN-TENDER-02550,Procurement requirement for product/service conforming to Napthol - specification (fourth Revision),Napthol - specification (fourth Revision),Product Specification,napthol; fourth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02551,SYN-TENDER-02551,Procurement requirement for product/service conforming to Imethods of test for meat and meat products: Part 14 determnation of starch content,Imethods of test for meat and meat products: Part 14 determnation of starch content,Methods of Tests,imethods; test; meat; products; 14; determnation; starch; content,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02552,SYN-TENDER-02552,Procurement requirement for product/service conforming to Work environment monitoring (Airborne Contaminants) - Code of Practice (First Revision),Work environment monitoring (Airborne Contaminants) - Code of Practice (First Revision),Code of Practice,work; environment; monitoring; airborne; contaminants; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02553,SYN-TENDER-02553,Procurement requirement for product/service conforming to Measurement Procedures for Materials Used in Photovoltaic Modules Part 1-7: Encapsulates Test Procedure of Optical Durability,Measurement Procedures for Materials Used in Photovoltaic Modules Part 1-7: Encapsulates Test Procedure of Optical Durability,Methods of Tests,measurement; procedures; materials; used; photovoltaic; modules; 1; 7; encapsulates; test; procedure; optical,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02554,SYN-TENDER-02554,Procurement requirement for product/service conforming to Guide fort ypes of measurements for structures in river valley projekts and critbria for choice and location of measuring instruments: Part 1 for earth and rockfill dams (First Revision),Guide fort ypes of measurements for structures in river valley projekts and critbria for choice and location of measuring instruments: Part 1 for earth and rockfill dams (First Revision),Code of Practice,fort; ypes; measurements; structures; river; valley; projekts; critbria; choice; location; measuring; instruments,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02555,SYN-TENDER-02555,"Procurement requirement for product/service conforming to Cardiovascular surgery instruments - Clamps, vascular, angled at 45 - Shape and dimensions (First Revision)","Cardiovascular surgery instruments - Clamps, vascular, angled at 45 - Shape and dimensions (First Revision)",Product Specification,cardiovascular; surgery; instruments; clamps; vascular; angled; at; 45; shape; dimensions; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02556,SYN-TENDER-02556,"Procurement requirement for product/service conforming to FOLDING BOX BOARD, UNCOATED - SPECIFICATION ( Second Revision )","FOLDING BOX BOARD, UNCOATED - SPECIFICATION ( Second Revision )",Product Specification,folding; box; board; uncoated; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02557,SYN-TENDER-02557,Procurement requirement for product/service conforming to Textiles -Worsted Suitings- Specification,Textiles -Worsted Suitings- Specification,Product Specification,textiles; worsted; suitings,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02558,SYN-TENDER-02558,Procurement requirement for product/service conforming to Surface Active Agents — Methods of Test Part 1 Relative Dispersing Power (First Revision),Surface Active Agents — Methods of Test Part 1 Relative Dispersing Power (First Revision),Methods of Tests,surface; active; agents; test; 1; relative; dispersing; power; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02559,SYN-TENDER-02559,Procurement requirement for product/service conforming to Specification for electric instantaneous water heaters (Second Revision),Specification for electric instantaneous water heaters (Second Revision),Product Specification,electric; instantaneous; water; heaters; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02560,SYN-TENDER-02560,Procurement requirement for product/service conforming to Methods of inspection for straight bevel gears,Methods of inspection for straight bevel gears,Others,inspection; straight; bevel; gears,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02561,SYN-TENDER-02561,Procurement requirement for product/service conforming to INTERPRETING SERVICES - GENERAL REQUIREMENTS AND RECOMMENDATIONS,INTERPRETING SERVICES - GENERAL REQUIREMENTS AND RECOMMENDATIONS,Service Specification,interpreting; services; general; recommendations,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02562,SYN-TENDER-02562,Procurement requirement for product/service conforming to Suction Catheters for Use in the Respiratory Tract,Suction Catheters for Use in the Respiratory Tract,Product Specification,suction; catheters; use; respiratory; tract,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02563,SYN-TENDER-02563,Procurement requirement for product/service conforming to Pipe Wrenches - Specification Part 1 General Purpose(Third revision),Pipe Wrenches - Specification Part 1 General Purpose(Third revision),Product Specification,pipe; wrenches; 1; general; purpose; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02564,SYN-TENDER-02564,Procurement requirement for product/service conforming to Test chart for universal tool and cutter grinders,Test chart for universal tool and cutter grinders,Product Specification,test; chart; universal; tool; cutter; grinders,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02565,SYN-TENDER-02565,Procurement requirement for product/service conforming to Petroleum and Related Products - Precision of Measurement Methods and Results Part 5 Statistical Assessment of Agreement between Two Different Measurement Methods that Claim to Measure the Same Property,Petroleum and Related Products - Precision of Measurement Methods and Results Part 5 Statistical Assessment of Agreement between Two Different Measurement Methods that Claim to Measure the Same Property,Methods of Tests,petroleum; related; products; precision; measurement; results; 5; statistical; assessment; agreement; between; two,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02566,SYN-TENDER-02566,Procurement requirement for product/service conforming to Water quality - Determination of selected organic nitrogen and phosphorus compounds - Gas chromatographic method,Water quality - Determination of selected organic nitrogen and phosphorus compounds - Gas chromatographic method,Methods of Tests,water; quality; determination; selected; organic; nitrogen; phosphorus; compounds; gas; chromatographic,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02567,SYN-TENDER-02567,Procurement requirement for product/service conforming to Standard silica sand for raw material testing in foundries - Specification (first revision),Standard silica sand for raw material testing in foundries - Specification (first revision),Product Specification,standard; silica; sand; raw; material; testing; foundries; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02568,SYN-TENDER-02568,Procurement requirement for product/service conforming to Black oxide coating on stainless steel parts - Specification,Black oxide coating on stainless steel parts - Specification,Product Specification,black; oxide; coating; on; stainless; steel; parts,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02569,SYN-TENDER-02569,Procurement requirement for product/service conforming to Self - Propelled Agricultural Machinery - Assessment of Stability : Part 1 Principles,Self - Propelled Agricultural Machinery - Assessment of Stability : Part 1 Principles,Others,self; propelled; agricultural; machinery; assessment; stability; 1; principles,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02570,SYN-TENDER-02570,Procurement requirement for product/service conforming to Cardiac rhythm management devices- Symbols to be used with cardiac rhythm management device labels and information to be supplied General requirements,Cardiac rhythm management devices- Symbols to be used with cardiac rhythm management device labels and information to be supplied General requirements,Code of Practice,cardiac; rhythm; management; devices; symbols; be; used; device; labels; information; supplied; general,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02571,SYN-TENDER-02571,Procurement requirement for product/service conforming to Aircraft - Standby magnetic compass - Specification,Aircraft - Standby magnetic compass - Specification,Product Specification,aircraft; standby; magnetic; compass,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02572,SYN-TENDER-02572,Procurement requirement for product/service conforming to Tar and Bituminous Materials - Determination of Fraass Breaking Point of Bitumen - Methods of Test (First Revision),Tar and Bituminous Materials - Determination of Fraass Breaking Point of Bitumen - Methods of Test (First Revision),Methods of Tests,tar; bituminous; materials; determination; fraass; breaking; point; bitumen; test; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02573,SYN-TENDER-02573,"Procurement requirement for product/service conforming to Code of practice for design, installation and maintenance of overhead power lines: Part 1 lines up to and including 11 kV Sec 2 installation and maintenance","Code of practice for design, installation and maintenance of overhead power lines: Part 1 lines up to and including 11 kV Sec 2 installation and maintenance",Code of Practice,design; installation; maintenance; overhead; power; lines; 1; up; including; 11; kv; sec,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02574,SYN-TENDER-02574,Procurement requirement for product/service conforming to Specification for muscle hook,Specification for muscle hook,Product Specification,muscle; hook,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02575,SYN-TENDER-02575,Procurement requirement for product/service conforming to Textiles – Determination of physiological effects – Measurement of thermal and water-vapour resistance under steady-state conditions (Sweating guarded-hot plate test),Textiles – Determination of physiological effects – Measurement of thermal and water-vapour resistance under steady-state conditions (Sweating guarded-hot plate test),Methods of Tests,textiles; determination; physiological; effects; measurement; thermal; water; vapour; resistance; under; steady; state,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02576,SYN-TENDER-02576,Procurement requirement for product/service conforming to Counter balanced trucks handling freight containers of 6 m length and above - Additional stability tests,Counter balanced trucks handling freight containers of 6 m length and above - Additional stability tests,Methods of Tests,counter; balanced; trucks; handling; freight; containers; 6; length; above; additional; stability; tests,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02577,SYN-TENDER-02577,Procurement requirement for product/service conforming to Methods for determination of physical characteristics of doughs made from wheat flour: Part 2 rheological properties using an extensograph (Second Revision),Methods for determination of physical characteristics of doughs made from wheat flour: Part 2 rheological properties using an extensograph (Second Revision),Methods of Tests,determination; physical; characteristics; doughs; made; from; wheat; flour; 2; rheological; properties; using,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02578,SYN-TENDER-02578,Procurement requirement for product/service conforming to Semiconductor devices - Integrated circuits - Analogue integrated circuits blank detail specification for monolithic integrated operational amplifiers,Semiconductor devices - Integrated circuits - Analogue integrated circuits blank detail specification for monolithic integrated operational amplifiers,Product Specification,semiconductor; devices; integrated; circuits; analogue; blank; detail; monolithic; operational; amplifiers,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02579,SYN-TENDER-02579,Procurement requirement for product/service conforming to Bicycles bottom bracket lock ring - Specification (Third Revision),Bicycles bottom bracket lock ring - Specification (Third Revision),Product Specification,bicycles; bottom; bracket; lock; ring; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02580,SYN-TENDER-02580,Procurement requirement for product/service conforming to TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 2 LINEAR DENSITY,TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 2 LINEAR DENSITY,Methods of Tests,tyre; yarns; cords; cord; fabrics; made; from; man; fibres; test; 2; linear,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02581,SYN-TENDER-02581,Procurement requirement for product/service conforming to 2 - Nitroaniline - Specification (Second Revision),2 - Nitroaniline - Specification (Second Revision),Product Specification,2; nitroaniline; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02582,SYN-TENDER-02582,Procurement requirement for product/service conforming to Code of practice for design and construction of fire service drill - Tower,Code of practice for design and construction of fire service drill - Tower,Code of Practice,design; construction; fire; service; drill; tower,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02583,SYN-TENDER-02583,Procurement requirement for product/service conforming to Code of practice for installation and maintenance of rolling bearings,Code of practice for installation and maintenance of rolling bearings,Code of Practice,installation; maintenance; rolling; bearings,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02584,SYN-TENDER-02584,Procurement requirement for product/service conforming to Series 1 Freight Containers — Specification and Testing Part 5 Platform and Platform-based Containers ( Second Revision ),Series 1 Freight Containers — Specification and Testing Part 5 Platform and Platform-based Containers ( Second Revision ),Methods of Tests,series; 1; freight; containers; testing; 5; platform; based; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02585,SYN-TENDER-02585,Procurement requirement for product/service conforming to Specification for stretchers and stretcher carriers,Specification for stretchers and stretcher carriers,Product Specification,stretchers; stretcher; carriers,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02586,SYN-TENDER-02586,Procurement requirement for product/service conforming to Petroleum and liquid petroleum products — Measurement of level and temperature in storage tanks by automatic methods Part 5: Measurement of temperature in marine vessels,Petroleum and liquid petroleum products — Measurement of level and temperature in storage tanks by automatic methods Part 5: Measurement of temperature in marine vessels,Methods of Tests,petroleum; liquid; products; measurement; level; temperature; storage; tanks; by; automatic; 5; marine,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02587,SYN-TENDER-02587,Procurement requirement for product/service conforming to Textiles - Handloom woollen collar cloth White - Specification (second revision),Textiles - Handloom woollen collar cloth White - Specification (second revision),Product Specification,textiles; handloom; woollen; collar; cloth; white; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02588,SYN-TENDER-02588,Procurement requirement for product/service conforming to Tommy screws with fixed bar Specification,Tommy screws with fixed bar Specification,Product Specification,tommy; screws; fixed; bar,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02589,SYN-TENDER-02589,Procurement requirement for product/service conforming to Veneered Medium Density Particle Boards from Wood and other Lignocellulosic Material - Specification ( Third Revision ),Veneered Medium Density Particle Boards from Wood and other Lignocellulosic Material - Specification ( Third Revision ),Product Specification,veneered; medium; density; particle; boards; from; wood; other; lignocellulosic; material; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02590,SYN-TENDER-02590,Procurement requirement for product/service conforming to Guidance for assessment and evaluation of changes to drug delivery systems,Guidance for assessment and evaluation of changes to drug delivery systems,Code of Practice,guidance; assessment; evaluation; changes; drug; delivery; systems,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-02591,SYN-TENDER-02591,Procurement requirement for product/service conforming to Rim Locks and Latches (Mechanically Operated) - Specification (Second Revision),Rim Locks and Latches (Mechanically Operated) - Specification (Second Revision),Product Specification,rim; locks; latches; mechanically; operated; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
